"tweet"
"when you get so nervous you can't even speak cause your so choked up on the phone. i hate when he does that to me lol"
"no i hate hoseok bc when i'm trying 2 focus on knj he jumps right in front of him also all his teeth r the same size it scary"
"i have to cook for them, you know? soon i'll be a wife, also, so i'll need to cook for him too. *goes about pulling out all the-"
"can't sleep &amp; i just want my bf!!! :("
"sometimes i need a bf to put me in my place"
"i just want to be able to sleep in the same bed as my boyfriend every night."
"just planning a road trip for my 3 year anni with my boyfriend is so exciting!! july 26 come faster"
"lol mayleena always coming up with who she think my boyfriend is"
"the marine corps just needs to give me my boyfriend back"
"the fact that my nieces ask when my boyfriend is coming is a great feeling"
"i've tried so hard to get brandon to watch greys when it used to be cool and now that he finally listened i hate that show"
"i'm not saying that is my boyfriend lol. i'm saying just don't entertain or try your best not to even look like you're entertaining someone"
"all i need in this life of sin is just me &amp; my boyfriend; down to ride til the very end, just me &amp; my boyfriend."
"going to sleep on the phone with my boyfriend is a slice of heaven"
"my favorite thing is when my boyfriend pretends im straight cause im dating him. itdoesntworklikethat"
"love the fact my boyfriend is my best friend."
"i just need my boyfriend right now"
"johan's 21 today, and i still remember the first day i met him when he was 17. so much love."
"i went to watch the conjuring 2 again with my bf and still desperately need jesus."
"my boyfriend is totally undeniably cute even while asleep"
"my boyfriend snoring like a mf ew."
"my friend texted me rn telling me she hates break ups &amp; i was like ""i can't relate i haven't had a boyfriend"" &amp; she was like ""who says+"
"idc i'm gonna tell my mom that i don't want to go to the movies so that she can't see her boyfriend"
"i love 's voice even when he speaks ! i'm obsessed"
"i miss my boyfriend i haven't seen him in like 3 days :(((((("
"deadass i've planned my wedding already and i don't even have a boyfriend or even want to be married like why"
"ahaha i stalked you bc i didn't on last night and bam! as expected your tl is full of my boyfriend"
"when you smile the whole time on the phone &amp; he can tell lol so funny but i love it"
"i love how he tells me goodnight on ft then when we hang up,he texts me goodnight too"
""" : when he blinks, he's too cute i love him"
"as long as me &amp; my bf been together &amp; he still don't understand that if i see him i want his penis inside of me."
"i gotta stop trippin on my boyfriend he go through a lot for me &amp; just in life period. i don't need to be making it hard on him"
"hahahahaha. my boyfriend is a funnyyyy guy he loves me more than anything and that's more than enough."
"josh's face when all the other prisoners walk in he looks so uneasy i literally hate"
"i hate this logan guy when does he poof"
"i know i talk abt my boyfriend a lot but gosh damn man. i'm happy af &amp; this nigga is so perfect. everyday i still can't believe he's mine."
"love that he answers my calls at 3 am when i can't sleep"
"but i do hope luke's feelings aren't closeted like in rotj i need him to be emotional as fuck"
"my friend is skipping class to visit her ex boyfriend in jail and go to his lawsuit today. how wilddd"
"i love when he's smiling, when he's laughing, i just love him"
"my boyfriend is so cuteytttetete"
"he like "" can a young boss nigga get down on it "" i'm like "" yea baby yu like when i spin around on it huh"""
"cindy -obsessed wt boyfriend jimin -always in my tl, but wish i talk to more -softie for jimin -acc is goals -pretty"
"so my little cousin says ""bracha is that you're bf otp"" and before i could answer hes like ""yes im her bf , she my baby"""
"i hate that my dog can always tell when i'm stoned. i feel like he judges me."
"my bf is honestly hella special to me. so damn caring bout my moody self lol. guess you gotta get thru the bad bfs to find the good one"
"i hate when i find something funny on twitter or whatever i laugh and wanna show juan but its like oh yeah rn he aint even here"
"my boyfriend big ass is half way on top of me and is knockeddd"
"my boyfriend is the sweetest"
"i really need a boyfriend who's gonna be my ride or die and is down for me"
"i love everything about anakin skywalker. the transformation that happens when he turns into darth vader. it fascinates me"
"my boyfriend is amazing"
"i swear i leave everything at my boyfriend's house, like what even."
"i want my boyfriend rn"
"and if he were to be in the (rumored) han solo funeral i need him to cry rather than be quiet about it"
"i don't know what i did to get someone as caring and kind as my boyfriend and it's so rare to find someone like that"
"i guess should replace coz of his consistency and variety of shots he have. love him when he is on fire"
"bless minho and his 1min speech. he looks so cute. i love when he wears hats. it makes his ears stick out uwu"
"i want my bf's"
"out of the water, giving his wife a small pat on her rear when he does. ""i found some love."""
"i hate that i keep the conversation going when he dry texts me but once i begin to dry text he leaves me on seen"
"my boyfriend is the weirdest person ever. he could spend hours playing with the snapchat filters"
"i can't wait until i find a boyfriend who'll put up with my excessive need to hug him and cuddle him and pinch his adorable lil cheeks 24/7"
"i hate when my boyfriend goes to sleep."
"i need a boyfriend solely so i can have someone to travel around the country &amp; attend festivals with me. he needs to be able to keep up tho"
"you aint even really got to be my boyfriend. i just want to know your name &amp; maybe sometime we can hookup we can hang out we can just chill."
"i be putting all these song lyrics on here . ion want my bf thinking it's about him"
"i was kind of giggling at first until i realise that my boyfriend is aries ascendant."
"i'd personally like to thank the girl that tried to break up my boyfriend and i.. you made us closer than ever buuuut"
"if u can list 34 ways to ""lose your girl"" my guess is u dont have a boyfriend"
"pretty sure he'll hate me when i make him actually watch anime with me :-)))"
"lmao ion got no boyfriend fr but the mf is snoring on my line rn."
"i act like dre (he's a gemini) when it's that"
"i bet flowers grow when louis smiles, his smile is so precious, it is so warm and lovely. i love the crinkles by his eyes when he smiles"
"my cat has to sit on my lap when i'm driving or he'll start crying and if that's not true love idk what is."
"""tell your boyfriend to buy a car and teach you how to drive"" fuhh my mom doesn't want to teach me"
"i'm a huge fan. when i first my husband he didn't like them, but has now grown to love them x"
"jack gilinsky is my boyfriend"
"just want to wish my handsome and amazing boyfriend happy 18th birthday i hope you have an amazing day i love you"
"my boyfriend is just the hottest"
"every time my boyfriend opens my sc his like ""awh my baby so cute """
"it's nights like these i miss jax a little extra, when i couldn't sleep he'd play with my hair &amp; come up with the wildest bed time stories"
"i hate when girls say ""he's not that cute"" about your boyfriend like okay bitch and?? he cute to me"
"when he growled us and said ""god damn,"" that's when my coworker and i fell in love and started a polygamous relationship."
"super bummed that i'm not gonna be able to see or hear from justin tonight. hate when he's on orders."
"my boyfriend needs to wake the fuck up"
"wtf i suddenly teared up after watching ys &amp; lt dance to way for love jhdalkda i got used to teuk mc and when he danced i suddenly missed sj"
"""doesn't help my loneliness when i want a boyfriend and everyone sends me women also"" he sighs and shrugs"
"if someone ever tried to fight me i better have my boyfriend or best friend in the back cheering me on like that"
"as a boyfriend/girlfriend, you shouldn't be talking to anybody that used to like you, likes you, or you used to like. that's the first rule."
"perhaps salman's wittiness backfired. instead of rape quote he wud hv said it was like my gf pain when i screw her."
"brady is so funny he makes me laugh everyday, he's seriously me in guy form. my bestest friend is my boyfriend and it feel so good"
"and i hate my boyfriend"
"for reals if someday when im father and my kid says that he or she is gay i dont think im gonna care at all im gonna love them the same"
"will snuggy musical be uploaded later i need to hear him sing cant help falling in love to live"
"my bf is the best omg, the shirts he brought me are so comfy!!"
"boys act like its so hard just to be a good boyfriend"
"i need my boyfriend."
"if my boyfriend isn't the best then idk what is"
"i'm such a baby. i need my boyfriend rubbing my back or my until i fall asleep or else i'll fuss"
"omg this is so true i tend to switch up my hair/get a facial around the time i'm having bf drama lol"
"i'm a huge fan. when i first met my husband he wasnt a fan, but has now grown to love them x"
"i hate the fact that i haven't seen my boyfriend i feel so lonely. i barely talk to you or even see you"
"why does kyungsoo look like the perfect boyfriend to me ? i am really dying i dont know"
"he like when i ride it slowww"
"i love when my boyfriend speaks spanish to me and idk what he says but i get what i want in the end so it works out"
"ew i hate it when these girls call every guy their ""best friend""&amp; the ones that are taken too, he doesn't give a shit about u. like stfu"
"my coworker asked me if i was in love? and i said yes. and he was like are u happy? bc when people are in love they're happy"
"seriously love how weird my boyfriend is lol he's so funny"
"i have the whole bed to myself tonight because my boyfriend is out."
"my boyfriend loves when i do this"
"her ""i need a boyfriend who is loyal and doesn't waste my time "" me:"
"i understand showing off your boyfriend. but you don't need to post every little thing he txts you"
"my boyfriend is sending pics of him in my highlighter that came in the mail"
"ermmmmm so my date with bf and netflix tonight is cancelled hurhurr"
"my bf is so handsome!!!!!!"
"i want my boyfriend rn so i can dance to crazier by taylor swift with him sigh"
"i want a bf so i can have my hair played with"
"i hate when my brother plays on the playstation cause he's probably one of the saltiest beings on the earth."
"hes sooo cute i love when he respawns n goes haha again, agaaainnn!!"
"when youngjae gets told to stop he goes wild for his fans i love sunshine"
"i love how my boyfriend is my absolute best friend"
"imma need my next bf to have a relationship with god if he doesn't then i don't want him"
"""i did marry lulu when we played together as kids. so he's already my wife ok. i love him more."""
"so i accidentally drunk texted this boy i like and i'm probably going to hate myself when he reads it in the morning"
"my boyfriend be fucking me like he know im on the verge of breaking up with him"
"nicki minaj that girlfriend that break up with her boyfriend cause he to nice then hit his dms like hey big head when he get a girlfriend"
"aah so like was the intro ur fave part or was it somemthing else, i think it's gonna be the intro when he's in the glass"
"i just want to go back to va and see my friends and my boyfriend"
"plans are on friday unless i can do something with my bf's that day. want to get my nails done for sure though."
"didn't believe my jeans would fit my girlfriend, turns out i was wrong. boyfriend jeans is a fitting name after all and not a marketing ploy"
"when your friend won't let you spend the night alone cause he knows ur heartbroken and is too worried about you i love you."
"bro charlie is not my boyfriend"
"my boyfriend is immune to the struggle, it seems"
"i hate it when bitches call my boyfriend cute"
"i know ,khario hate when he be sleepy cause i just be talking ."
"michelle fields eye witness to her abuse at trmp rally looks like boyfriend a co-conspirator"
"okay it's only been like an hour and i miss my boyfriend already )):"
"i have a theory backed with observations that chris muted me, bc he only like these past 2 artworks when other people tweeted it to him"
"my bf is so cute i miss him 25/8 omg"
"awww yeah you did get him right after me. i think she's gonna be 3 or 4 need to double check lol"
"i hate when i give a dude my number and when i don't reply fast enough,he calls me.like uh uh idk u like that,don't call me."
"soonyoung is my boyfriend i'm trying to get that ingrained in everyone's brains"
"give him a hug, then sure i'll tell him right away. the rest of the hugs will be given to hoon hyung since he need it the most."
"like who would want to race us when we listen to justin biebs: boyfriend"
"can y'all be nosy and follow my boyfriend? , this is serious , thanks"
"whenever i damage my cloths my boyfriend is sure to fix them ! he's the best ! (-)"
"taylor having a new boyfriend two weeks after her breakup with calvin harris is a big insult to my boobs."
"i just love when my boyfriend snores super loud out of nowhere and scares the shit out of me he's still adorable tho"
"i hate that my boyfriend has to go to work so early cause he can't stay up late )):"
"you were my best friend then boyfriend. now it seems like you're my worst friend"
"i'm a girl and i'm so proud of being and acting like one. i don't need to be compared to a man equally just to know my worth."
"i remember when boul told me he loved me i'm just thinking bout it like foh"
"my bf works like 13 hours a day. shit is so annoying but then he takes me out to eat a lot so i'm ok :/"
"can't wait until next month when me and my bf in miami i need to get away from this town."
"im still salty at the fact that my future boyfriend requested to follow me on ig but didn't hit me up :/ like i'm not all that ugly man!"
"already nervous about seeing my boyfriend and it's like three hours away"
"my boyfriend is shady but he's cool i guess"
"i'm like low key attracted to jeffrey star's boyfriend :')"
"i hate being a girl. dude threw a penny in a fountain im thinking his wish was romantic when he prob wished for more money&amp; badder bitches"
"i start thinking ""yo my boyfriend could have fucked like 5 diff girls unprotected and i wouldn't know and now i have the clap gr8"""
"i miss my boyfriend .. a lot. the support i need the most right now."
"all i need in this life of sin is me and my girlfrienddd down to ride till the very end its me and my boyfriend"
", i need to be laid up with him rn ."
"i will be your girlfriend. will you be my boyfriend please?"
"times like these i wish i had a boyfriend to look after me.."
"my boyfriend is so great"
"my first boyfriend i ever had has videos on his instagram of him doing vape tricks..... i want to die"
"when i get a boyfriend i need him to know i might need him to do facials and sit in the nail shop and watch girly shows bc i have no friends"
"i've never been more offended then i was the other night when my bf said he doesn't like cheese nips"
"i thought this was really funny! my dad was like this to my first boyfriend. but dads are amazing."
"my boyfriend is so impatient he's teaching me how to go to moa by commute. i have so many questions. i'm so anxious."
"it's three twenty in the morning, i'm trying to go to sleep but my sister is still on the phone with her boyfriend :)"
"ugh, the music my sister's bf listens to is so vulgar and just plain awful.. get better taste in music bud"
"my boyfriend is something else man"
"wtf my cat's boyfriend is still here ok"
"most of the time my boyfriend pisses me off but at the be of the day he's the only person i want to be with"
"i fcking hate it when im reading a book and my dad decides to make all the possible noise he can. what the fck."
"it's 3:20 am i'm trying to sleep while my boyfriend is singing madagascar's songs omg help"
"it's like they couldn't decide which idea to use. either you cross out boyfriend &amp; problem, or you do ""no"", not both"
"love elhae. i remember when he didn't have a big following like he does now. actually met him once hah."
"yoongi is living when he's with hoseok people are finally starting to see the beauty i love"
"my boyfriend is seriously my best friend. i could talk to him all day non stop."
"i'm so thirsty for a boyfriend irl tho like i'm tryin my hardest but i'm always just ""the friend"""
"my boyfriend is finally real"
"i want my boyfriend"
"this is what i do all night until my boyfriend gets home."
"apaz when i was drunk i cried bc i told richard i loved him but he said thankyou back i hate myself"
"my boyfriend is amazing"
"my boyfriend is so awesome"
"aaron thinks it's funny when he picks me up &amp;says ""k i'm letting go""&amp; i don't let go &amp;hang on for life like i'm not letting go don't test me"
"um for 1 you don't fuck with my friends or you fuck with me! and all you are is alyssa's big fat ass boyfriend!"
"i hate it when he throws his weight around 2016-06-22 12:53:22.85 ; now"
"my closet is taken over by all my ex boyfriend(s) clothes kms"
"i love my bestfriend and boyfriend so much like im hella emotional"
"i can't hang w. bihs who switched up cause they got a boyfriend! &amp; yall can tell her bout this tweet to since yall like running yall mouths!"
"my boyfriend is the best"
"i just need to go home. i need to pet my cat. i need to hug my boyfriend. i need to watch season 12 of greys anatomy. yes. specially greys."
"him and uncle dont seem to be rly bothered and i wanna go look for it but theyre asleep and i need to talk to neighbors too"
"my boyfriend is my favorite person and i enjoy him singing to me all the time, i hope this never ends."
"i need a boyfriend to take cute pictures with"
"too my boyfriend just brought a song about helicopter dick this is not once have left armpits are full of!"
"i just want my bf to hug me and tell me he still like likes me"
"my boyfriend is such a dick sometimes"
"since it's gone rain so bad i gotta lay with my teddy bears cause my boyfriend so here i really hate the rain"
"i love my boyfriend and i miss him so much. ever since he went on a cruise everything has went downhill"
"hyunsik's eyes when he is smilling guh i love it im here for that"
"hi, yes. might as well tell me you think my boyfriend is cute to my face. because he tells me everything."
"all i want is for my future boyfriend to be my best friend in one."
"my boyfriend is the real mvp"
"i feel like i never want to get married bc in hs i had one boyfriend who was so nice to me and idt i'll ever find a boy that nice again"
"my boyfriend is my bestfriend and my bestfriend is my better half"
"why is my child asking me to let her 'boyfriend' called dylan come to our house ur 2 aoife not 18 babes x"
"i swear nothing sets me off more than when someone tries flirting with my boyfriend like i'll kill you"
"i just need my boyfriend"
"i low key hate when my daddy kiss me shit be wet like he was collecting spit before he kiss me"
"i need to sleep before my bf gets up or he's gonna get on my ass"
"wayne i would be happy to sign to him . if the club wishes to progress. sfc need to change there attitude. big signing"
"my boyfriend needs to wake up"
"because all you been talking about in your tweets is my boyfriend so just stop being jealous and back the fuck off"
"scratch that i want either cole sprouse or dave franco to be my bf or both."
"i just told my boyfriend i love him more than i love wine. i guess that's what it means to be serious...."
"my boyfriend is an asshole"
"i look so good and my bf is just missing it."
"had a 4 hour long argument about donald trump with my boyfriend like he thought he could change my mind or something lol"
"i always like it when guy benson is on. we just need some obnoxious comedian telling him he needs to find a nice girl again."
"curtis is my everything, such a lucky girl to have such a perfect boyfriend"
"i'm soooooo sooooo happy my boyfriend is back"
"he hate when i say what"
"where is my boyfriend"
"omg ***** is still in my recents on snapchat and i deadass almost sent him the worst photo fml i need to be careful"
"origin 2night.. my bf is a pyscho nsw supporter and i've never watched a game with my him b4 so this shall be interesting hahahah"
"don't ask my boyfriend questions on tumblr about sex you dumb bitches, all you need to know is that he is always pleased byyyeee"
"the thing i love the most about jin is he can make me feel a song before i even know the lyrics. i didn't know any japanese when i first met"
"i want my boyfriend and a chocolate lava cake with vanilla ice cream"
"lol he fell in love with the stupid things i say when i'm high"
"i hate when people pay for me. especially on a date like i don't like the fact that a guy feels obligated to pay just cause he's a guy."
"can my bf's ex stop treating him like a boyfriend before i rip one of her teeth out? pls and thanks"
"it's a never ending struggle, tell boyfriend i said he needs to be more understanding"
"my boyfriend really don't like taking pictures he be blowing it"
"i hate when he falls asleep like talk to me forever"
"i like it when he talks to oboro bc hes a nerd but hes a sweet one and it wears down her walls"
"taking my boyfriend to whataburger while he's drunk is like corralling a 4 year old"
"hes so cute wish i could have watched him when he went live im sure he understands love you most"
"things i want: my idol follow concert ticket a boyfriend things i haven't: my idol follow concert ticket a boyfriend"
"hate when i'm jst talking to a guy &amp; he bring up so many questions about my past relationship with lamill"
"he'll find it when he leaves for salat alfajr..i don't wanna start my day that early like that lol"
"my boyfriend is such a good blanket"
"stuck between wanting to tell everyone about my boyfriend bc i love him so much and keeping it to myself so i'm not annoying"
"it's great when i get likes on fb from my middle school bully. it feels like he's saying ""you go girl"" in a really supportive way"
"someone please tell me if my boyfriend is okay he's not answering any of my calls"
"i love daddy when will he ever again"
"i hate when people say, he's nice once you get to know him. they might as well say, he's an asshole, but you'll get used to it."
"i hate when people say, he's nice once you get to know him. they might as well say, he's an asshole, but you'll get used to it."
"i hate when people say, he's nice once you get to know him. they might as well say, he's an asshole, but you'll get used to it."
"i hate when people say, he's nice once you get to know him. they might as well say, he's an asshole, but you'll get used to it."
"i hate when people say, he's nice once you get to know him. they might as well say, he's an asshole, but you'll get used to it."
"i hate when he nibbles on my ears"
"i'm sorry baby. sleep tight, your boyfriend loves you"
"true life my boyfriend is a dab"
"times like these is when i need a boyfriend to drive me to places far away."
"i know he like i know damn well she didn't just ask me about another nigga lol niggas hate when you ask them about other niggas"
"feel like i never see my boyfriend anymore, exams and work are rubbish"
"my family is having a game night with my boyfriend but i'm not even there"
"i hate how people slowly leave each others and give up. i just love it when someone fights hard for who he wants."
"my boyfriend is coming to visit me tomorrow and i can't sleep because i'm so excited"
"i can't believe that my boyfriend is so disrespectful like that.."
"know he like i know damn well she aint just ask me about another nigganiggas hate when you ask them about other niggas"
"you don't like popcorn anymore it's okay you're still my boyfriend"
"""my boyfriend cheated on me so i fucked his bestfriend like nikki mina's told me too. dick was bomb"" brrroooooo"
"i've gotten used to saying he's my boyfriend when people ask me who he is"
"i want a wholeeee day spent on doing watevers w/my boyfriend!"
"my roommate's boyfriend personally contacted me yesterday to give my roommate a surprise today, which is her birthday awwwwww"
"he love when i grab it and say it's mine"
"when i'm not talking to my boyfriend, i'm talking to my girls or andel..ain't no ""when you not texting someone is"""
"i need a boyfriend to tell me to lay off the pollo loco and taco bell burritos and buys me a salad."
"tell me why it's 233am and my mom is drunk calling her boyfriend"
"i hate when nosey ass females ask me how my nigga is . he's coo im coo we coo . wanna be hood rats"
"i have my own money &amp; i can buy myself what i want which i'm thankful for &amp; if my boyfriend wants to buy me things i'm thankful for that too"
"[he stared up at gaster, love in his eyes.] * good.. when you're with me, i want you to feel like a king.."
"my boyfriend is"
"i want my boyfriend to wake up so he can gimme luv"
"when i'm not talking to my boyfriend, i'm talking to my girls or andel..ain't no ""when you not texting someone else is"""
"that was when u learn that when a boy says 'i love u', he means 'i am getting ready to be inconsistent with u now.'"
"true life: my boyfriend is emo."
"i love how his eyes crinkle when he smiles 5 seconds of summer"
"i knew it was him the moment i answered the call. it scared the shit outta me when he spoke to me like a delinquent."
"as a boyfriend/girlfriend you shouldn't be talking to anybody that used to like you, likes you, or you used to like. that's the first rule."
"awwh my boyfriend was finna rush home so i can come over cause i hate storms"
"my boyfriend is a 10000000000000 but once he starts to be a bitch, he's all negative aint no zeros."
"funny thing ever is when a guy act like he gots game whenever i double text. boy staaap!!! i misspelled a word had to send that ""*"" with it"
"i'm so over girls who can cheat on their boyfriend and still say that they ""love them"" like you don't, when you love someone your loyal!"
"my ex bf is so hot and cool but ive never been attracted to him idgi"
"lol. it's either you like my boyfriend's photos or reply to almost all his tweets"
"i hate getting off ft w my boyfriend"
"my bf know how he can be like babe hold on i'll be back and i'll be dead asleep when he gets back he can take a sec or a min"
"a boyfriend who gives you space to enjoy life is totally my type"
"so apparently my boyfriend and share the same birthday he is being a massive fanboy now help me"
"my boyfriend is lame asf"
"i just love it when he does the thing"
"i forgot to text my boyfriend back this is why i'm the worst girlfriend"
"|| exaaaaactly! my boyfriend is delusional or drunk idk what's wrong with him"
"if you're my boyfriend then there is absolutely no need to get jealous because i'm probably obsessed with you"
"it would be so perfect okay i need to see him save him"
"my boyfriend doesn't deserve someone as shitty as me. bromine is the most wonderful person i know"
"i love when he sleeps in my room."
"i just want my bf to want to do fun stuff like go to the beach with me, or plan a trip somewhere fun but all he ever does is play xbox"
"""my boyfriend is a pump n dump "" oh my gosh this is sosnfjfk"
"13. single af but act like i've a boyfriend to almost every fucker that tries to talk to me"
"i need a boyfriend to take cute photos with"
"""i want to have a boyfriend, like the ones you read about."" -"
"my boyfriend really is amazing"
"""i'm impressed with u,i want to fuck u forever.i want to feel your lips around my cock &amp; then i want to get lost inside u""ex bf friend said"
"i'm so bored my cousin sleep cuz she got work in the morning and my boyfriend is at work"
"my boyfriend is so cute. :(((( i'm so blessed. :(((("
"everytime i eat cherries with my boyfriend he always puts his hand infront of my mouth so i can spit the cherry on his hand lmao love him"
"""my confession : everything makes me feel like shit especially my boyfriend"" ):):):):)::"
"i miss my boyfriend....like a lot."
"i'm just gonna stick with pretending is my boyfriend cause he could never hurt me!!"
"i need a boyfriend to take cute photos with"
"i sleep like shit without my boyfriend"
"watching love &amp; hip hop. when he sentenced scrapp to 20years i was like wow not fair at all"
"my boyfriend is in the hospital and i'm combating my anxiety due to the fact i'm basically living alone for a couple days now."
"me and my boyfriend started watching cad the animated series it's like a portal into 2005"
"after all his annoying ass tweets the first thing he tweets when he gets back is ""should i go to orlando"" i hate him"
"i hate when oomf goes to sleep on me, i just sit here and wait until he wakes up, cause i'm not tired."
"every time i talk to my boyfriend he be like bae i just want some spaghetti with shrimps"
"today is going to suck. from today on, i'll have no contact with my boyfriend until he can get here. and that scares me."
"i actually was trying when he was like 9:1 against for the nomination, bc it seemed obvious it was a paradigm shift"
"my boyfriend always puts on my clothes when i tell him they don't fit him. now my clothes is all stretched out"
"idk if i even need a boyfriend, i need someone who will hold my hand, give me hugs and cuddles, and kiss me occasionally"
"justin smiled so big when a belieber said ""justin, i'm never leaving you, i love you"" he couldn't stop smiling. aww i love him so much"
"i love how atra is always there for me and gives me advice even when we don't text for a while. he's the only person i tell my problems to."
"my mom thinks my boyfriend is gonna propose to me in hawaii lmao"
"happy birthday to my boyfriend's boyfriend! i hope today is amazing!"
"i want a bf to send my a1 booty pics too though"
"i hate when a nigga has a good ass girl, who's all about him and loyal, and then he go n cheats on her like wtf is wron with some of y'all"
"hoe tweet stupid random shit bout her lil ""boyfriend"" tryin to make mfs jealous like??? ur da one dat got dropped we good af ova here lol"
"both? i just want my hot middle school boyfriend okay."
"my boyfriend is doing ok!! he's not in serious health danger or anything, he just needs to be in the hospital for awhile"
"i don't need to be around boys, but i need a boyfriend."
"idk if this is weird but i love that my boyfriend eats my food if i don't finish it"
"i love when he looks all smoldering and broody"
"i hate my moms boyfriend so fucking much, he knows we havent got money yet hes stealing off of her while hes got thousands in his account"
"all i want is you you should come to my house after school but your boyfriend know we never knew i'm tryna get it in right now"
"lord knows i love nt boyfriend even when we not on good terms..even thoe he get on my nerves im not lettin him go 4 nthg in this world"
"i hate when someone says ""he's ugly so it doesn't matter"", idc i was head over heels for that nigga"
"i want a bf to send my a1 booty pics to though"
